Partner,number,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Turks and Caicos Islands,796,-0.215813994,1.745371922,0.745207245,-0.017149898,-0.473891532,2.666050246,-0.533118028,-0.646311416,1.542362568,-0.058635629
Tuvalu,798,999,999,999,999,999,999,999,999,999,999
Uganda,800,-0.033888485,3.592136155,-0.551994126,0.599180914,0.06098499,-0.298356259,-0.14591334,0.19730567,0.264817968,-0.322448819
Ukraine,804,1.955917433,-0.391955579,0.878789884,0.130763835,0.824360675,-0.2014234,-0.621349415,1.171169599,0.299558051,-0.168179377
Macedonia,807,-0.748326095,8.080711846,-0.326827144,15.15597248,-0.419166363,-0.427937075,-0.731028589,68.68984338,-0.989077225,0.060386344
Egypt,818,-0.10352851,1.29833221,-0.202324208,0.418264234,0.071057249,0.123342054,0.375391279,0.442324198,-0.143477153,-0.133418786
United Kingdom,826,0.200990304,0.060666414,0.183867386,0.245252701,0.005396893,0.041627194,-0.177718831,-0.098338659,-0.255114828,0.095739739
Tanzania,834,0.571515702,-0.52334828,0.174116037,0.20569249,3.240423918,1.252115428,-0.62030787,2.804692918,0.225265031,-0.629048185
Burkina Faso,854,777,999,999,17.5015679,-0.791989709,0.615786395,0.156843984,0.887959941,0.336305295,1.258091955
Uruguay,858,-0.131439134,0.804417803,0.919191788,0.371789539,0.22784524,0.267946134,0.118092581,0.057148912,0.57638132,0.122473513
Uzbekistan,860,0.900234873,4.141165391,-0.261209135,-0.614235994,6.543379582,-0.285027031,1.809636666,-0.642706798,2.994715872,-0.188108433
Venezuela,862,-0.641738934,0.93262435,1.032688043,0.475734209,1.915925605,-0.666832695,0.256047427,0.009938168,0.38009047,0.013103186
Wallis and Futuna,876,999,999,777,999,999,999,999,999,999,999
Samoa,882,777,999,777,999,-0.8,777,999,777,999,777
Yemen,887,-0.358525248,-0.554099261,0.060684157,0.947035416,0.630490422,2.925411534,-0.889583617,0.533097973,1.090166508,7.056056719
Zambia,894,0.446683094,-0.507947229,0.008146457,4.561855289,1.911058543,-0.495340959,-0.452513865,-0.218701409,0.699500339,0.280343537
