Partner,number,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Tajikistan,762,-0.446245092,-0.835948107,5.702835249,1.688448875,-0.890629518,0,-0.480404355,82.73944927,-0.312640404,777
Thailand,764,0.172267901,-0.028697541,0.458888266,0.249838196,-0.378592492,-0.41387758,0.030422763,0.982277309,-0.137008094,-0.146878808
Togo,768,-0.927172875,23.07407703,-0.98931052,-0.137888309,4.417154296,1.959331798,0.425456024,-0.394335541,1.697556001,0.884512538
Tokelau,772,3.052769429,0.715215756,-0.199459535,0.602729051,-0.922608287,2.379447624,0.508623546,-0.634848494,777,999
Tonga,776,999,999,999,999,999,-0.84177931,777,999,999,999
Trinidad and Tobago,780,0.591462169,0.259391859,0.635118436,-0.254341897,0.69882685,0.038221586,0.131513628,0.016788772,-0.347138883,0.179322356
United Arab Emirates,784,0.391436781,-0.097140492,0.114345918,0.524726148,0.136131019,0.554440534,-0.218313796,0.040824146,0.537748047,-0.091551616
Tunisia,788,-0.526993838,-0.080554309,0.132778356,1.034564478,-0.401255253,0.493075754,0.139667005,0.203703759,-0.707997966,-0.065687677
Turkey,792,0.608416515,0.494297193,-0.010425273,0.588358478,0.134920461,0.13561013,-0.279017546,0.291888274,0.121551884,0.048791449
Turkmenistan,795,777,999,2431.130852,-0.998455707,133.9974847,-0.998696859,51.97652582,-0.75,5.951532339,0.287252043
Turks and Caicos Islands,796,12.49365735,-0.740651699,2.616393411,-0.539489166,13.75894859,-0.54118561,-0.839023562,-0.744388001,0.800677206,2.148747435
Tuvalu,798,999,999,999,999,999,999,999,999,999,999
Uganda,800,-0.691900975,0.690398134,0.047552493,2.129725968,-0.439976117,-0.419616493,-0.257284113,2.920126007,-0.544235765,0.032822327
Ukraine,804,0.910910821,1.708799498,-0.433904131,0.066988383,1.388062124,1.035305715,-0.700926102,1.067964231,0.392584159,0.682519305
Macedonia,807,-0.071615212,-0.503953222,-0.612220956,0.25621782,5.226861179,0.037328891,0.103350123,-0.663181425,4.950069455,-0.597467932
Egypt,818,-0.455127976,0.980153698,-0.257938661,0.215383819,0.105034609,0.40109621,0.026447894,0.671909986,-0.31435729,0.14557331
United Kingdom,826,-0.016279942,0.035734613,0.106421533,0.07948875,0.035086528,0.051639531,-0.208130828,-0.044590047,-0.053835733,-0.081798068
Tanzania,834,-0.36549243,-0.143435781,0.979132899,0.928626928,-0.054796511,-0.021083953,1.160695806,-0.566905073,0.243878508,-0.020755902
Burkina Faso,854,-0.023904382,-0.283673469,777,999,0.033905867,0.527547318,-0.953148139,24.36355539,-0.909609632,0.961060695
Uruguay,858,-0.203789544,0.564807553,-0.035999037,-0.141105279,0.382356328,0.188991441,-0.158654659,0.761988674,-0.113497075,-0.292662682
Uzbekistan,860,-0.811939585,0.745578896,0.32953655,0.051855516,0.232582224,-0.026021731,1.607113686,-0.513606872,-0.011272179,-0.693653838
Venezuela,862,-0.611627333,1.139738887,0.698351494,0.286417771,0.191885033,-0.062674555,-0.353970284,-0.183536107,0.032237855,0.264461268
Wallis and Futuna,876,999,999,999,999,999,999,999,999,777,999
Samoa,882,777,999,5.89085787,2.85790022,-0.327911723,-0.675130208,777,999,0.038846737,777
Yemen,887,-0.178718969,-0.55578927,1.567140923,0.68068535,0.735950363,0.255392799,0.949186834,0.185178531,-0.873185091,-0.302381484
Zambia,894,-0.652672335,11.03751002,-0.463531293,-0.274045741,0.865767258,0.123079927,-0.331526298,-0.172904206,0.458906362,-0.168225445
