id,name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
352,Iceland,2724422,3825265,3798814,4491392,4805888,10722361,6471278,3838785,2337947,1928748,2448906
356,India,40325199,43826843,58914333,86866705,132880895,126501541,167932051,147610542,205325933,202771257,203261907
360,Indonesia,13969943,13605458,23071104,30526839,29676786,42496789,61564738,39885639,52737380,79561084,84361735
364,Iran,0,0,8584,48597,270458,231657,152017,624792,535129,1752429,1626893
368,Iraq,0,759972,2649485,1704250,5623713,1972002,3312833,4390971,1423721,4372045,3317244
372,Ireland,765129876,1203757507,1312267936,1368207504,1016715014,1107870256,884740261,898304503,432763965,333861328,334218298
376,Israel,43150832,45753204,44516132,68594843,149564448,125110052,109845604,96639111,81702947,70459777,84403090
380,Italy,184265564,238262767,265999637,228750867,254976033,193654481,220416571,194933481,230443133,267352373,242901407
384,Cote d'Ivoire,53662,166059,89170,728713,129979,636706,2325467,334270,898495,213360,505325
388,Jamaica,9258896,5054501,6021033,5172726,16704221,10654709,16474482,9241133,10756587,9602378,10628934
392,Japan,839629936,845437446,880785051,884724033,1014373232,935044413,936302420,851413366,1133029253,1309950991,1180429873
398,Kazakhstan,601442,580095,1853768,2231939,1838396,14555314,21994978,6227222,4628601,3894746,4670064
400,Jordan,5353071,3019480,3676558,6045549,4970438,5323765,6902659,16561463,17088881,6566768,5527609
404,Kenya,800313,5933885,5201370,5325213,2314471,2374577,2457238,1705484,2476914,1969441,2038555
408,"Korea, North",0,0,0,0,0,0,0,46047,7000,0,0
410,"Korea, South",278438267,257023116,358550280,503248758,582292232,562340473,561378050,544433402,628430044,702086419,707379780
414,Kuwait,3852723,6640765,11783588,9720022,7243549,17202909,13375488,11048328,13536121,9889313,9540261
417,Kyrgyzstan,189292,75128,20420,428052,185331,1085828,984938,1907761,881798,1108745,2744612
418,Laos,51207,0,20173,66078,352089,230550,271663,357513,23883,379498,332176
422,Lebanon,2083812,1573208,4263691,4688934,4390656,6514790,7171564,8584136,14459816,9267316,8851196
426,Lesotho,0,0,4158,13543,173149,0,0,23900,0,0,0
428,Latvia,916536,3010842,1643588,1644980,5487498,2205924,2823126,808577,2734209,3635233,5965707
430,Liberia,79143,346311,687985,953478,2952972,1249361,1121724,1371304,3231624,4176052,4005196
434,Libya,0,0,18998,436590,979475,1563780,6599872,3729480,8450030,219806,1962861
438,Liechtenstein,27000,61458,43021,0,27077,30965,160792,25090,228771,93737,11574
440,Lithuania,579718,514277,961548,1508395,1713657,3731438,3009798,1884867,1755499,4335553,8833198
442,Luxembourg,562134,765486,446108,2711042,2939854,1825560,2060232,1938241,1744713,26749343,79116013
446,Macau,321069,590990,219883,198714,533820,1503805,517425,162233,202151,950974,374817
450,Madagascar,495210,161488,1902437,2275406,1780151,575848,459991,2352278,467238,1136753,1072613
454,Malawi,5329631,7523,291260,611172,1692017,377275,585033,311400,615750,246288,391783
458,Malaysia,234018868,195687886,123770932,185472723,188188446,185374766,167598872,288253274,293336129,275629760,148619678
462,Maldives,152007,173199,96361,88447,987330,121564,315627,3055838,5170537,1811523,1010576
466,Mali,92404,1720353,111137,644899,91538,1204491,769237,1417134,913394,1038021,264498
470,Malta,4207334,1200665,1975090,2561291,4873597,5472597,572796,547725,2663678,1700815,342792
474,Martinique,36596,39957,64322,3651,6050,378852,94402,55000,67700,324572,105406
478,Mauritania,255154,887706,24424,6258792,254416,1020126,432562,235470,709443,519604,118429
480,Mauritius,258187,298790,422005,375875,226172,506978,244231,680421,239899,437482,301129
484,Mexico,426243939,392921203,509325638,550306791,595977053,664852537,863131533,729215023,977459014,1215595294,1296935372
492,Monaco,161884,80828,45852,0,20267,0,0,3003026,3116573,44734,182069
496,Mongolia,223344,731284,136880,81887,614834,460183,561091,108968,1369909,976157,11124620
498,Moldova,151964,19700,604292,367131,122264,435627,855477,314945,189582,573760,409724
499,Montenegro,0,0,0,0,0,289930,177012,275857,34965,9989,111649
500,Montserrat,0,0,0,0,14300,29200,24600,4594,4058,32646,0
504,Morocco,9108992,13600763,7164878,24370907,13066055,17993588,14089967,20725349,12242946,14224439,12668013
508,Mozambique,8655,214931,37590,164147,105000,123825,452273,552241,321179,403342,200016
512,Oman,1236085,2472348,1970089,2015891,2401370,2326267,6004100,6544914,7878419,8391643,9155917
516,Namibia,1023483,32350,263025,153529,54970,18009,92234,271887,464177,268049,628545
520,Nauru,11278,8436,0,0,5335,0,0,0,0,0,26000
524,Nepal,695840,126633,97284,149081,284585,62273,119498,159696,274396,116850,480436
528,Netherlands,406333359,575092930,670207333,639998519,805433609,637711586,602271412,395894922,452906978,392788321,443950651
528,Netherlands Antilles,1746026,1984829,2579067,3402572,1451569,1996324,3431470,3263048,2059707,779810,0
531,Curacao,0,0,0,0,0,0,0,0,0,593795,2273819
533,Aruba,608706,1201824,1220799,701394,1025581,1218153,1114770,2054007,3371176,2373936,2266720
534,Sint Maarten,0,0,0,0,0,0,0,0,0,583881,340787
540,New Caledonia,26743,60028,115760,130256,115414,317497,340005,431874,589076,792207,458478
548,Vanuatu,0,0,0,0,0,50516,49411,55046,123970,50461,224043
554,New Zealand,17859089,21292057,31287731,45015161,47561022,49950520,50381334,38909496,68085145,76449127,102530924
558,Nicaragua,1379352,1637687,2206489,4530576,4155494,2781681,7899236,2375106,2130401,9227978,12136208
562,Niger,744814,669514,327434,80996,242715,338605,266695,154848,749800,36019,148837
566,Nigeria,1569656,1842391,2252104,4691801,4991341,11168506,15454449,12943503,13378318,16564196,14092424
570,Niue,0,0,6000,0,0,0,5949,41684,0,0,0
574,Norfolk Island,0,0,0,0,52243,13742,117733,0,0,91661,0
578,Norway,35008844,97839601,47803625,68601718,69100426,92196100,104649163,56863196,38013523,43861165,45812547
583,Micronesia,0,8885,50310,8475,7417,45623,18657,4845,45732,20973,13223
584,Marshall Islands,11522,190036,0,0,51600,0,52000,15756,0,0,17990
585,Palau,0,0,0,0,0,64952,0,0,0,0,2520
586,Pakistan,2653294,3343287,3347313,3797749,6246521,9654046,6137568,8064135,8143881,7324059,13585250
591,Panama,4805617,5944591,10625400,13595671,11856612,13147059,19885011,19514867,24530674,27727880,35451572
598,Papua New Guinea,21525,83040,35549,46183,46218,257639,150612,344937,433648,559318,242851
600,Paraguay,1283709,784192,2190735,2376301,1204327,2267764,3459597,3560254,2952924,10662185,10528595
604,Peru,9008588,10488804,16187637,19552189,24446025,35236339,50735006,37244557,44085204,36520967,35690531
608,Philippines,221594968,186295202,144640192,287894696,363820992,494985809,745534615,328062812,462270798,523474155,496631285
612,Pitcairn Islands,1646653,1039812,492576,0,0,0,0,0,0,0,0
616,Poland,11306131,11582824,10423448,17751135,23172393,31404013,50409664,37977305,52015117,41349385,59218469
620,Portugal,9465745,9975681,12243060,13186882,9122919,11586253,10378679,6596865,8487570,11060858,7195724
624,Guinea-Bissau,0,0,0,0,0,11342,0,0,0,612908,246743
626,Timor-Leste,0,0,14875,464095,4288,73161,48230,0,0,3790,11000
634,Qatar,1160230,2241007,3101432,4125522,7182976,12337070,7924932,7639429,9333677,14151044,16300966
638,Reunion,0,6675,2795,0,0,11874,125494,0,17637,81579,11277
642,Romania,1299758,2702523,5667908,7830772,5290523,14181276,27433192,9677677,5930489,8020934,5091684
643,Russia,9866219,12000863,13766156,21713287,32646580,218075772,68831193,37390404,67185287,70973904,113619198
646,Rwanda,136544,48000,4552,55279,26600,178312,116543,52473,5070,119966,18390
654,St Helena,30716,75000,0,0,0,0,135300,0,58153,28737,27733
659,St Kitts and Nevis,711510,178270,457936,289834,420655,322858,511229,375675,585390,508065,105992
660,Anguilla,15200,22000,7530,277460,499810,50932,79948,102873,41639,71651,104674
662,St Lucia,719876,138216,173329,194862,80468,285207,240551,418458,182287,320286,390330
666,St Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0
670,St Vincent and the Grenadines,64941,27092,18853,70410,17534,97683,173061,32335,70818,48676,76788
674,San Marino,0,0,14752,38000,15500,24000,57718,3216,2655,30669,21898
678,Sao Tome and Principe,6292,0,0,0,0,42821,3131,39104,12410,0,0
682,Saudi Arabia,24190633,35403103,34564166,48923321,52558301,50429970,66348072,98839452,83519501,87891116,94377884
686,Senegal,5522256,1561811,306861,577131,826428,1403800,365319,498476,942452,749086,588965
688,Serbia,0,0,0,0,0,984325,1636561,1109892,852456,994067,842509
688,Serbia and Montenegro,349837,884137,2064760,658566,436321,0,0,0,0,0,0
690,Seychelles,19369,163394,155598,83067,57772,0,303762,50650,136389,431906,294465
694,Sierra Leone,456270,1184362,75011,1802680,219177,1044118,279665,2086306,342429,412927,404026
702,Singapore,245187891,241154670,269848541,282846466,359036948,340199313,386886496,389659954,499393063,547374267,484260016
703,Slovakia,2169312,2203804,9344401,13211701,8764960,11039954,65167366,5512861,6323893,8573661,5561856
704,Vietnam,4831030,5515425,5981010,8982846,17420195,26999949,48614859,52581594,56106684,84279438,58159619
705,Slovenia,4066557,4337496,3185843,3021260,4715464,10741307,6713985,2956991,6357440,5112557,4461867
706,Somalia,304526,346104,1572930,383152,504668,0,9085116,41420,6578,9500,15193
710,South Africa,29036287,32103895,47335172,60468709,63892587,61726785,64123819,51367419,56634132,72868204,84298111
716,Zimbabwe,175703,536960,386613,1199583,399547,1460813,1263017,639644,2692373,1970093,2896675
724,Spain,98113011,125392795,158012374,179995454,152676252,212928504,152320582,78444512,113624588,102029730,61256711
728,South Sudan,0,0,0,0,0,0,0,0,0,0,0
729,Sudan,0,0,1319367,274844,709226,14727830,21621182,14000,0,0,0
740,Suriname,181322,158679,167211,193587,546607,231984,140890,673517,491054,556777,1563109
744,"Svalbard, Jan Mayen Island",0,134983,0,0,18720,0,0,0,0,0,0
748,Swaziland,16775,8977,230672,46643,318386,619984,320175,192827,576324,414446,614793
752,Sweden,61391778,81789762,59587587,85237174,108688614,109592311,126681050,100342725,128778830,149335005,141817220
